id,city,state,city_state,address,geoid,county,county_state,zip,lookup_id,name,type,years,open_year,opened,2020_income_per_capita_employees,2020_all_employees,2020_all_annual_income
2002,Gilroy,California,"Gilroy, California","7150 Camino Arroyo, Gilroy, CA 95020",06085,Santa Clara County,"Santa Clara County, California",95020,S06085,Walmart Supercenter,Supercenter,29,1993,10/26/1993,684.07,1129499,165113675
2119,Milpitas,California,"Milpitas, California","301 Ranch Dr, Milpitas, CA 95035",06085,Santa Clara County,"Santa Clara County, California",95035,S06085,Walmart Supercenter,Supercenter,28,1994,9/27/1994,684.07,1129499,165113675
2280,Mountain View,California,"Mountain View, California","600 Showers Dr, Mountain View, CA 94040",06085,Santa Clara County,"Santa Clara County, California",94040,S06085,Walmart,Store,27,1995,11/1/1995,684.07,1129499,165113675
5435,San Jose,California,"San Jose, California","777 Story Rd, San Jose, CA 95122",06085,Santa Clara County,"Santa Clara County, California",95122,S06085,Walmart Supercenter,Supercenter,18,2004,8/25/2004,684.07,1129499,165113675
5766,Morgan Hill,California,"Morgan Hill, California","170 Cochrane Plz, Morgan Hill, CA 95037",06085,Santa Clara County,"Santa Clara County, California",95037,S06085,Walmart Supercenter,Supercenter,13,2009,9/16/2009,684.07,1129499,165113675
5884,San Jose,California,"San Jose, California","5095 Almaden Expy, San Jose, CA 95118",06085,Santa Clara County,"Santa Clara County, California",95118,S06085,Walmart Supercenter,Supercenter,10,2012,4/11/2012,684.07,1129499,165113675
3023,San Jose,California,"San Jose, California","4055 Evergreen Village Sq Ste 140, San Jose, CA 95135",06085,Santa Clara County,"Santa Clara County, California",95135,S06085,Neighborhood Market,Neighborhood Market,9,2013,1/30/2013,684.07,1129499,165113675
2486,San Jose,California,"San Jose, California","4080 Stevens Creek Blvd, San Jose, CA 95129",06085,Santa Clara County,"Santa Clara County, California",95129,S06085,Neighborhood Market,Neighborhood Market,8,2014,7/16/2014,684.07,1129499,165113675
3123,Santa Clara,California,"Santa Clara, California","3255 Mission College Blvd, Santa Clara, CA 95054",06085,Santa Clara County,"Santa Clara County, California",95054,S06085,Neighborhood Market,Neighborhood Market,8,2014,4/2/2014,684.07,1129499,165113675
4174,San Jose,California,"San Jose, California","1450 Monterey Rd, San Jose, CA 95112",06085,Santa Clara County,"Santa Clara County, California",95112,S06085,Neighborhood Market,Neighborhood Market,8,2014,12/10/2014,684.07,1129499,165113675
2385,Auburn,Washington,"Auburn, Washington","762 Outlet Collection Way, Auburn, WA 98001",53033,King County,"King County, Washington",98001,S53033,Walmart Supercenter,Supercenter,27,1995,11/1/1995,1101.10,1310051,118976427
2516,Renton,Washington,"Renton, Washington","743 Rainier Avenue South, Renton, WA 98057",53033,King County,"King County, Washington",98057,S53033,Walmart Supercenter,Supercenter,26,1996,10/29/1996,1101.10,1310051,118976427
2571,Federal Way,Washington,"Federal Way, Washington","1900 S 314th St, Federal Way, WA 98003",53033,King County,"King County, Washington",98003,S53033,Walmart,Store,23,1999,3/24/1999,1101.10,1310051,118976427
5073,Covington,Washington,"Covington, Washington","17432 Se 270th Pl, Covington, WA 98042",53033,King County,"King County, Washington",98042,S53033,Walmart,Store,17,2005,1/26/2005,1101.10,1310051,118976427
3794,Federal Way,Washington,"Federal Way, Washington","34520 16th Ave S, Federal Way, WA 98003",53033,King County,"King County, Washington",98003,S53033,Walmart Supercenter,Supercenter,15,2007,1/22/2007,1101.10,1310051,118976427
3098,Bellevue,Washington,"Bellevue, Washington","15063 Main St, Bellevue, WA 98007",53033,King County,"King County, Washington",98007,S53033,Neighborhood Market,Neighborhood Market,10,2012,6/29/2012,1101.10,1310051,118976427
5939,Bellevue,Washington,"Bellevue, Washington","12620 Se 41st Pl, Bellevue, WA 98006",53033,King County,"King County, Washington",98006,S53033,Walmart,Store,10,2012,10/17/2012,1101.10,1310051,118976427
2651,Manville,New Jersey,"Manville, New Jersey","100 North Main Street, Manville, NJ 8835",34035,Somerset County,"Somerset County, New Jersey",08835,S34035,Walmart Supercenter,Supercenter,24,1998,10/28/1998,1134.01,188791,16648069
5111,Watchung,New Jersey,"Watchung, New Jersey","1501 Us Highway 22, Watchung, NJ 7069",34035,Somerset County,"Somerset County, New Jersey",07069,S34035,Walmart,Store,18,2004,1/28/2004,1134.01,188791,16648069
1970,Hudson,Massachusetts,"Hudson, Massachusetts","280 Washington St, Hudson, MA 1749",25017,Middlesex County,"Middlesex County, Massachusetts",01749,S25017,Walmart Supercenter,Supercenter,29,1993,7/27/1993,1157.27,935073,80800061
2222,Tewksbury,Massachusetts,"Tewksbury, Massachusetts","333 Main St, Tewksbury, MA 1876",25017,Middlesex County,"Middlesex County, Massachusetts",01876,S25017,Walmart Supercenter,Supercenter,27,1995,12/30/1995,1157.27,935073,80800061
2660,North Reading,Massachusetts,"North Reading, Massachusetts","72 Main St, North Reading, MA 1864",25017,Middlesex County,"Middlesex County, Massachusetts",01864,S25017,Walmart,Store,24,1998,9/23/1998,1157.27,935073,80800061
2903,Chelmsford,Massachusetts,"Chelmsford, Massachusetts","66 Parkhurst Rd, Chelmsford, MA 1824",25017,Middlesex County,"Middlesex County, Massachusetts",01824,S25017,Walmart,Store,22,2000,5/17/2000,1157.27,935073,80800061
2902,Framingham,Massachusetts,"Framingham, Massachusetts","121 Worcester Rd, Framingham, MA 1701",25017,Middlesex County,"Middlesex County, Massachusetts",01701,S25017,Walmart,Store,20,2002,6/19/2002,1157.27,935073,80800061
2015,Fairfax,Virginia,"Fairfax, Virginia","13059 Fair Lakes Parkway, Fairfax, VA 22033",51059,Fairfax County,"Fairfax County, Virginia",22033,S51059,Walmart Supercenter,Supercenter,29,1993,8/31/1993,1171.04,672100,57393417
2194,Alexandria,Virginia,"Alexandria, Virginia","5885 Kingstowne Blvd, Alexandria, VA 22315",51059,Fairfax County,"Fairfax County, Virginia",22315,S51059,Walmart,Store,27,1995,11/1/1995,1171.04,672100,57393417
2258,Alexandria,Virginia,"Alexandria, Virginia","7910 Richmond Hwy, Alexandria, VA 22306",51059,Fairfax County,"Fairfax County, Virginia",22306,S51059,Walmart,Store,27,1995,12/30/1995,1171.04,672100,57393417
5227,Burke,Virginia,"Burke, Virginia","6000 Burke Commons Rd, Burke, VA 22015",51059,Fairfax County,"Fairfax County, Virginia",22015,S51059,Walmart,Store,19,2003,10/29/2003,1171.04,672100,57393417
5753,Alexandria,Virginia,"Alexandria, Virginia","6303 Richmond Hwy, Alexandria, VA 22306",51059,Fairfax County,"Fairfax County, Virginia",22306,S51059,Walmart Supercenter,Supercenter,12,2010,10/27/2010,1171.04,672100,57393417
5880,Fairfax,Virginia,"Fairfax, Virginia","11181 Lee Hwy, Fairfax, VA 22030",51059,Fairfax County,"Fairfax County, Virginia",22030,S51059,Walmart Supercenter,Supercenter,11,2011,10/12/2011,1171.04,672100,57393417
5969,Chantilly,Virginia,"Chantilly, Virginia","4368 Chantilly Shopping Center Dr, Chantilly, VA 20151",51059,Fairfax County,"Fairfax County, Virginia",20151,S51059,Walmart Supercenter,Supercenter,10,2012,3/14/2012,1171.04,672100,57393417
5936,Vienna,Virginia,"Vienna, Virginia","1500 B Cornerside Blvd, Vienna, VA 22182",51059,Fairfax County,"Fairfax County, Virginia",22182,S51059,Walmart Supercenter,Supercenter,9,2013,8/14/2013,1171.04,672100,57393417
2503,Hackettstown,New Jersey,"Hackettstown, New Jersey","1885 State Route 57 Ste 100, Hackettstown, NJ 7840",34027,Morris County,"Morris County, New Jersey",07840,S34027,Walmart Supercenter,Supercenter,22,2000,1/26/2000,1198.33,302883,25275500
3291,Flanders,New Jersey,"Flanders, New Jersey","40 International Dr S, Flanders, NJ 7836",34027,Morris County,"Morris County, New Jersey",07836,S34027,Walmart,Store,20,2002,1/23/2002,1198.33,302883,25275500
3598,Cedar Knolls,New Jersey,"Cedar Knolls, New Jersey","235 Ridgedale Ave, Cedar Knolls, NJ 7927",34027,Morris County,"Morris County, New Jersey",07927,S34027,Walmart,Store,19,2003,1/22/2003,1198.33,302883,25275500
5077,Boonton,New Jersey,"Boonton, New Jersey","300 Wootton St, Boonton, NJ 7005",34027,Morris County,"Morris County, New Jersey",07005,S34027,Walmart,Store,18,2004,7/21/2004,1198.33,302883,25275500
5178,Rockaway,New Jersey,"Rockaway, New Jersey","220 Enterprise Dr, Rockaway, NJ 7866",34027,Morris County,"Morris County, New Jersey",07866,S34027,Walmart,Store,17,2005,6/15/2005,1198.33,302883,25275500
3443,Riverdale,New Jersey,"Riverdale, New Jersey","48 State Rt 23, Riverdale, NJ 7457",34027,Morris County,"Morris County, New Jersey",07457,S34027,Walmart,Store,16,2006,11/8/2006,1198.33,302883,25275500
2163,Shelton,Connecticut,"Shelton, Connecticut","465 Bridgeport Ave, Shelton, CT 6484",09001,Fairfield County,"Fairfield County, Connecticut",06484,S09001,Walmart,Store,26,1996,6/26/1996,1205.44,426426,35375164
2954,Norwalk,Connecticut,"Norwalk, Connecticut","650 Main Ave, Norwalk, CT 6851",09001,Fairfield County,"Fairfield County, Connecticut",06851,S09001,Walmart,Store,22,2000,10/25/2000,1205.44,426426,35375164
2585,Stratford,Connecticut,"Stratford, Connecticut","150 Barnum Avenue Cutoff, Stratford, CT 6614",09001,Fairfield County,"Fairfield County, Connecticut",06614,S09001,Walmart,Store,20,2002,4/17/2002,1205.44,426426,35375164
3543,Danbury,Connecticut,"Danbury, Connecticut","67 Newtown Rd, Danbury, CT 6810",09001,Fairfield County,"Fairfield County, Connecticut",06810,S09001,Walmart,Store,20,2002,10/30/2002,1205.44,426426,35375164
3546,New Milford,Connecticut,"New Milford, Connecticut","164 Danbury Rd, New Milford, CT 6776",09001,Fairfield County,"Fairfield County, Connecticut",06776,S09001,Walmart,Store,20,2002,10/30/2002,1205.44,426426,35375164
3547,Norwalk,Connecticut,"Norwalk, Connecticut","680 Connecticut Ave, Norwalk, CT 6854",09001,Fairfield County,"Fairfield County, Connecticut",06854,S09001,Walmart,Store,19,2003,5/21/2003,1205.44,426426,35375164
5341,Broomfield,Colorado,"Broomfield, Colorado","500 Summit Blvd, Broomfield, CO 80021",08014,Broomfield County,"Broomfield County, Colorado",80021,S08014,Walmart Supercenter,Supercenter,18,2004,8/25/2004,1212.39,45445,3748379
1972,Livermore,California,"Livermore, California","2700 Las Positas Rd, Livermore, CA 94551",06001,Alameda County,"Alameda County, California",94551,S06001,Walmart,Store,29,1993,10/26/1993,1241.66,719830,57973184
2031,Union City,California,"Union City, California","30600 Dyer St, Union City, CA 94587",06001,Alameda County,"Alameda County, California",94587,S06001,Walmart,Store,29,1993,10/26/1993,1241.66,719830,57973184
2161,Pleasanton,California,"Pleasanton, California","4501 Rosewood Dr, Pleasanton, CA 94588",06001,Alameda County,"Alameda County, California",94588,S06001,Walmart,Store,27,1995,11/1/1995,1241.66,719830,57973184
2648,San Leandro,California,"San Leandro, California","1919 Davis St, San Leandro, CA 94577",06001,Alameda County,"Alameda County, California",94577,S06001,Walmart,Store,23,1999,3/17/1999,1241.66,719830,57973184
2989,Fremont,California,"Fremont, California","44009 Osgood Rd, Fremont, CA 94539",06001,Alameda County,"Alameda County, California",94539,S06001,Walmart,Store,17,2005,8/24/2005,1241.66,719830,57973184
5426,Fremont,California,"Fremont, California","40580 Albrae St, Fremont, CA 94538",06001,Alameda County,"Alameda County, California",94538,S06001,Walmart,Store,16,2006,9/20/2006,1241.66,719830,57973184
5434,San Leandro,California,"San Leandro, California","15555 Hesperian Blvd, San Leandro, CA 94579",06001,Alameda County,"Alameda County, California",94579,S06001,Walmart,Store,13,2009,1/14/2009,1241.66,719830,57973184
5611,Pleasanton,California,"Pleasanton, California","3112 Santa Rita Rd., Pleasanton, CA 94566",06001,Alameda County,"Alameda County, California",94566,S06001,Neighborhood Market,Neighborhood Market,9,2013,7/17/2013,1241.66,719830,57973184
3520,Secaucus,New Jersey,"Secaucus, New Jersey","400 Park Pl, Secaucus, NJ 7094",34017,Hudson County,"Hudson County, New Jersey",07094,S34017,Walmart Supercenter,Supercenter,18,2004,10/27/2004,1291.76,246619,19091700
5447,Kearny,New Jersey,"Kearny, New Jersey","150 Harrison Ave, Kearny, NJ 7032",34017,Hudson County,"Hudson County, New Jersey",07032,S34017,Walmart Supercenter,Supercenter,16,2006,6/14/2006,1291.76,246619,19091700
3795,North Bergen,New Jersey,"North Bergen, New Jersey","2100 88th St, North Bergen, NJ 7047",34017,Hudson County,"Hudson County, New Jersey",07047,S34017,Walmart Supercenter,Supercenter,12,2010,1/20/2010,1291.76,246619,19091700
5867,Bayonne,New Jersey,"Bayonne, New Jersey","500 Bayonne Crossing Way, Bayonne, NJ 7002",34017,Hudson County,"Hudson County, New Jersey",07002,S34017,Walmart Supercenter,Supercenter,11,2011,10/12/2011,1291.76,246619,19091700
1228,Round Lake Beach,Illinois,"Round Lake Beach, Illinois","2680 N Il Route 83, Round Lake Beach, IL 60073",17097,Lake County,"Lake County, Illinois",60073,S17097,Walmart Supercenter,Supercenter,34,1988,12/31/1988,1292.43,320154,24771567
1377,Johnsburg,Illinois,"Johnsburg, Illinois","3801 Running Brook Farms Blvd, Johnsburg, IL 60050",17097,Lake County,"Lake County, Illinois",60050,S17097,Walmart Supercenter,Supercenter,33,1989,12/30/1989,1292.43,320154,24771567
1404,Lake Zurich,Illinois,"Lake Zurich, Illinois","820 S Rand Rd, Lake Zurich, IL 60047",17097,Lake County,"Lake County, Illinois",60047,S17097,Walmart Supercenter,Supercenter,32,1990,1/31/1990,1292.43,320154,24771567
1489,Vernon Hills,Illinois,"Vernon Hills, Illinois","555 E Townline Rd, Vernon Hills, IL 60061",17097,Lake County,"Lake County, Illinois",60061,S17097,Walmart,Store,32,1990,8/1/1990,1292.43,320154,24771567
1668,Gurnee,Illinois,"Gurnee, Illinois","6590 Grand Ave, Gurnee, IL 60031",17097,Lake County,"Lake County, Illinois",60031,S17097,Walmart Supercenter,Supercenter,31,1991,10/1/1991,1292.43,320154,24771567
5199,Antioch,Illinois,"Antioch, Illinois","475 East Route 173, Antioch, IL 60002",17097,Lake County,"Lake County, Illinois",60002,S17097,Walmart Supercenter,Supercenter,18,2004,10/27/2004,1292.43,320154,24771567
3891,Waukegan,Illinois,"Waukegan, Illinois","3900 Fountain Square Pl, Waukegan, IL 60085",17097,Lake County,"Lake County, Illinois",60085,S17097,Walmart Supercenter,Supercenter,16,2006,7/19/2006,1292.43,320154,24771567
3893,Zion,Illinois,"Zion, Illinois","4000 Route #173, Zion, IL 60099",17097,Lake County,"Lake County, Illinois",60099,S17097,Walmart Supercenter,Supercenter,14,2008,6/11/2008,1292.43,320154,24771567
855,Union City,Georgia,"Union City, Georgia","4735 Jonesboro Rd, Union City, GA 30291",13121,Fulton County,"Fulton County, Georgia",30291,S13121,Walmart Supercenter,Supercenter,36,1986,1/21/1986,1295.52,849093,65540628
1578,Roswell,Georgia,"Roswell, Georgia","970 Mansell Rd, Roswell, GA 30076",13121,Fulton County,"Fulton County, Georgia",30076,S13121,Walmart Supercenter,Supercenter,32,1990,9/4/1990,1295.52,849093,65540628
3775,Atlanta,Georgia,"Atlanta, Georgia","1801 Howell Mill Rd Nw, Atlanta, GA 30318",13121,Fulton County,"Fulton County, Georgia",30318,S13121,Walmart Supercenter,Supercenter,16,2006,10/18/2006,1295.52,849093,65540628
3008,Atlanta,Georgia,"Atlanta, Georgia","835 Martin Luther King Jr Drive Nw, Atlanta, GA 30314",13121,Fulton County,"Fulton County, Georgia",30314,S13121,Walmart Supercenter,Supercenter,9,2013,1/23/2013,1295.52,849093,65540628
3741,Atlanta,Georgia,"Atlanta, Georgia","1105 Research Center Atlanta Drive Sw, Atlanta, GA 30331",13121,Fulton County,"Fulton County, Georgia",30331,S13121,Walmart Supercenter,Supercenter,9,2013,10/23/2013,1295.52,849093,65540628
6998,East Point,Georgia,"East Point, Georgia","844 Cleveland Avenue, East Point, GA 30344",13121,Fulton County,"Fulton County, Georgia",30344,S13121,Walmart Supercenter,Supercenter,8,2014,10/22/2014,1295.52,849093,65540628
1272,Snyder,Texas,"Snyder, Texas","5110 College Ave, Snyder, TX 79549",48263,Kent County,"Kent County, Texas",79549,S48263,Walmart Supercenter,Supercenter,33,1989,4/3/1989,1298.94,70,5389
2754,Waynesboro,Georgia,"Waynesboro, Georgia","1500 N Liberty St, Waynesboro, GA 30830",13033,Burke County,"Burke County, Georgia",30830,S13033,Walmart Supercenter,Supercenter,23,1999,10/27/1999,1314.39,11440,870365
2465,Hephzibah,Georgia,"Hephzibah, Georgia","3697 Windsor Spring Rd, Hephzibah, GA 30815",13033,Burke County,"Burke County, Georgia",30815,S13033,Neighborhood Market,Neighborhood Market,6,2016,1/13/2016,1314.39,11440,870365
2167,Exton,Pennsylvania,"Exton, Pennsylvania","270 Indian Run St, Exton, PA 19341",42029,Chester County,"Chester County, Pennsylvania",19341,S42029,Walmart,Store,20,2002,8/14/2002,1314.73,260642,19824703
2945,Parkesburg,Pennsylvania,"Parkesburg, Pennsylvania","100 Commons Dr, Parkesburg, PA 19365",42029,Chester County,"Chester County, Pennsylvania",19365,S42029,Walmart Supercenter,Supercenter,20,2002,5/15/2002,1314.73,260642,19824703
3541,Kennett Square,Pennsylvania,"Kennett Square, Pennsylvania","516 School House Rd, Kennett Square, PA 19348",42029,Chester County,"Chester County, Pennsylvania",19348,S42029,Walmart Supercenter,Supercenter,19,2003,9/17/2003,1314.73,260642,19824703
5795,Oxford,Pennsylvania,"Oxford, Pennsylvania","800 Commons Dr, Oxford, PA 19363",42029,Chester County,"Chester County, Pennsylvania",19363,S42029,Walmart Supercenter,Supercenter,10,2012,8/15/2012,1314.73,260642,19824703
2171,Princeton,New Jersey,"Princeton, New Jersey","101 Nassau Park Blvd, Princeton, NJ 8540",34021,Mercer County,"Mercer County, New Jersey",08540,S34021,Walmart,Store,27,1995,5/31/1995,1345.42,202228,15030875
2518,Hamilton,New Jersey,"Hamilton, New Jersey","700 Marketplace Blvd, Hamilton, NJ 8691",34021,Mercer County,"Mercer County, New Jersey",08691,S34021,Walmart,Store,19,2003,3/19/2003,1345.42,202228,15030875
3266,East Windsor,New Jersey,"East Windsor, New Jersey","839 Us Highway 130, East Windsor, NJ 8520",34021,Mercer County,"Mercer County, New Jersey",08520,S34021,Walmart,Store,17,2005,5/4/2005,1345.42,202228,15030875
5012,Hamilton,New Jersey,"Hamilton, New Jersey","1750 Nottingham Way, Hamilton, NJ 8619",34021,Mercer County,"Mercer County, New Jersey",08619,S34021,Walmart Supercenter,Supercenter,6,2016,10/5/2016,1345.42,202228,15030875
961,La Place,Louisiana,"La Place, Louisiana","1616 W Airline Hwy, La Place, LA 70068",22089,St. Charles Parish,"St. Charles Parish, Louisiana",70068,S22089,Walmart Supercenter,Supercenter,35,1987,2/3/1987,1350.06,21218,1571639
2913,Boutte,Louisiana,"Boutte, Louisiana","13001 Highway 90, Boutte, LA 70039",22089,St. Charles Parish,"St. Charles Parish, Louisiana",70039,S22089,Walmart Supercenter,Supercenter,21,2001,1/24/2001,1350.06,21218,1571639
1191,Hillsborough,North Carolina,"Hillsborough, North Carolina","501 Hampton Pointe B, Hillsborough, NC 27278",37063,Durham County,"Durham County, North Carolina",27278,S37063,Walmart Supercenter,Supercenter,33,1989,6/29/1989,1355.25,205041,15129439
1614,Durham,North Carolina,"Durham, North Carolina","1525 Glenn School Rd, Durham, NC 27704",37063,Durham County,"Durham County, North Carolina",27704,S37063,Walmart Supercenter,Supercenter,32,1990,12/31/1990,1355.25,205041,15129439
2137,Durham,North Carolina,"Durham, North Carolina","5450 New Hope Commons Dr, Durham, NC 27707",37063,Durham County,"Durham County, North Carolina",27707,S37063,Walmart Supercenter,Supercenter,27,1995,10/17/1995,1355.25,205041,15129439
5118,Raleigh,North Carolina,"Raleigh, North Carolina","10050 Glenwood Ave, Raleigh, NC 27617",37063,Durham County,"Durham County, North Carolina",27617,S37063,Walmart Supercenter,Supercenter,19,2003,10/29/2003,1355.25,205041,15129439
4250,Morrisville,North Carolina,"Morrisville, North Carolina","1001 Shiloh Glenn Dr, Morrisville, NC 27560",37063,Durham County,"Durham County, North Carolina",27560,S37063,Walmart Supercenter,Supercenter,13,2009,6/17/2009,1355.25,205041,15129439
4147,Morrisville,North Carolina,"Morrisville, North Carolina","3560 Davis Dr, Morrisville, NC 27560",37063,Durham County,"Durham County, North Carolina",27560,S37063,Neighborhood Market,Neighborhood Market,9,2013,6/26/2013,1355.25,205041,15129439
4221,Cornelius,Oregon,"Cornelius, Oregon","220 N Adair St, Cornelius, OR 97113",41067,Washington County,"Washington County, Oregon",97113,S41067,Walmart Supercenter,Supercenter,12,2010,8/18/2010,1385.84,293095,21149216
5993,Beaverton,Oregon,"Beaverton, Oregon","17275 Nw Cornell Rd, Beaverton, OR 97006",41067,Washington County,"Washington County, Oregon",97006,S41067,Neighborhood Market,Neighborhood Market,10,2012,5/30/2012,1385.84,293095,21149216
3050,Beaverton,Oregon,"Beaverton, Oregon","9055 Sw Murray Blvd, Beaverton, OR 97008",41067,Washington County,"Washington County, Oregon",97008,S41067,Neighborhood Market,Neighborhood Market,8,2014,3/7/2014,1385.84,293095,21149216
5935,Tigard,Oregon,"Tigard, Oregon","7600 Sw Dartmouth St., Tigard, OR 97223",41067,Washington County,"Washington County, Oregon",97223,S41067,Walmart Supercenter,Supercenter,8,2014,8/13/2014,1385.84,293095,21149216
2590,Hillsboro,Oregon,"Hillsboro, Oregon","7650 Ne Shaleen Street, Hillsboro, OR 97006",41067,Washington County,"Washington County, Oregon",97006,S41067,Neighborhood Market,Neighborhood Market,6,2016,1/20/2016,1385.84,293095,21149216
1615,Pittsburg,California,"Pittsburg, California","2203 Loveridge Rd, Pittsburg, CA 94565",06013,Contra Costa County,"Contra Costa County, California",94565,S06013,Walmart,Store,31,1991,7/31/1991,1389.33,346128,24913271
2697,Antioch,California,"Antioch, California","4893 Lone Tree Way, Antioch, CA 94531",06013,Contra Costa County,"Contra Costa County, California",94531,S06013,Walmart Supercenter,Supercenter,22,2000,1/26/2000,1389.33,346128,24913271
3493,Martinez,California,"Martinez, California","1021 Arnold Dr, Martinez, CA 94553",06013,Contra Costa County,"Contra Costa County, California",94553,S06013,Walmart,Store,20,2002,1/23/2002,1389.33,346128,24913271
3455,Richmond,California,"Richmond, California","1400 Hilltop Mall Rd, Richmond, CA 94806",06013,Contra Costa County,"Contra Costa County, California",94806,S06013,Walmart,Store,15,2007,4/11/2007,1389.33,346128,24913271
3352,Stockton,California,"Stockton, California","10355 Trinity Pkwy, Stockton, CA 95219",06013,Contra Costa County,"Contra Costa County, California",95219,S06013,Walmart Supercenter,Supercenter,10,2012,7/18/2012,1389.33,346128,24913271
5610,San Ramon,California,"San Ramon, California","9100 Alcosta Blvd, San Ramon, CA 94583",06013,Contra Costa County,"Contra Costa County, California",94583,S06013,Neighborhood Market,Neighborhood Market,10,2012,9/19/2012,1389.33,346128,24913271
2531,Mohegan Lake,New York,"Mohegan Lake, New York","3133 E Main St, Mohegan Lake, NY 10547",36119,Westchester County,"Westchester County, New York",10547,S36119,Walmart,Store,24,1998,7/15/1998,1395.10,384010,27525545
5228,Columbia,Maryland,"Columbia, Maryland","6405 Dobbin Rd, Columbia, MD 21045",24027,Howard County,"Howard County, Maryland",21045,S24027,Walmart,Store,18,2004,1/28/2004,1402.20,182310,13001742
401,Plaquemine,Louisiana,"Plaquemine, Louisiana","59690 Belleview Dr, Plaquemine, LA 70764",22047,Iberville Parish,"Iberville Parish, Louisiana",70764,S22047,Walmart Supercenter,Supercenter,41,1981,9/29/1981,1435.83,11699,814789
1864,Brooklyn Park,Minnesota,"Brooklyn Park, Minnesota","8000 Lakeland Ave N, Brooklyn Park, MN 55445",27053,Hennepin County,"Hennepin County, Minnesota",55445,S27053,Walmart Supercenter,Supercenter,30,1992,11/2/1992,1436.80,916178,63765366
1855,Eden Prairie,Minnesota,"Eden Prairie, Minnesota","12195 Singletree Ln, Eden Prairie, MN 55344",27053,Hennepin County,"Hennepin County, Minnesota",55344,S27053,Walmart Supercenter,Supercenter,29,1993,2/2/1993,1436.80,916178,63765366
2198,Bloomington,Minnesota,"Bloomington, Minnesota","700 American Blvd E, Bloomington, MN 55420",27053,Hennepin County,"Hennepin County, Minnesota",55420,S27053,Walmart Supercenter,Supercenter,27,1995,1/3/1995,1436.80,916178,63765366
2882,Maple Grove,Minnesota,"Maple Grove, Minnesota","9451 Dunkirk Ln N, Maple Grove, MN 55311",27053,Hennepin County,"Hennepin County, Minnesota",55311,S27053,Walmart Supercenter,Supercenter,21,2001,1/24/2001,1436.80,916178,63765366
5625,Brooklyn Center,Minnesota,"Brooklyn Center, Minnesota","1200 Shingle Creek Crossing, Brooklyn Center, MN 55430",27053,Hennepin County,"Hennepin County, Minnesota",55430,S27053,Walmart Supercenter,Supercenter,10,2012,9/12/2012,1436.80,916178,63765366
3469,Linden,New Jersey,"Linden, New Jersey","1601 W Edgar Rd, Linden, NJ 7036",34039,Union County,"Union County, New Jersey",07036,S34039,Walmart,Store,21,2001,10/24/2001,1439.34,205090,14248849
2357,Germantown,Maryland,"Germantown, Maryland","20910 Frederick Rd, Germantown, MD 20876",24031,Montgomery County,"Montgomery County, Maryland",20876,S24031,Walmart Supercenter,Supercenter,26,1996,8/28/1996,1446.43,451660,31225789
2125,Lakewood,Colorado,"Lakewood, Colorado","7455 W Colfax Ave, Lakewood, CO 80214",08031,Denver County,"Denver County, Colorado",80214,S08031,Walmart Supercenter,Supercenter,28,1994,1/25/1994,1447.57,474978,32812091
3533,Denver,Colorado,"Denver, Colorado","7800 Smith Rd, Denver, CO 80207",08031,Denver County,"Denver County, Colorado",80207,S08031,Walmart Supercenter,Supercenter,20,2002,8/14/2002,1447.57,474978,32812091
4284,Lakewood,Colorado,"Lakewood, Colorado","440 Wadsworth Blvd, Lakewood, CO 80226",08031,Denver County,"Denver County, Colorado",80226,S08031,Walmart Supercenter,Supercenter,15,2007,1/22/2007,1447.57,474978,32812091
5676,Denver,Colorado,"Denver, Colorado","2770 W Evans Ave, Denver, CO 80219",08031,Denver County,"Denver County, Colorado",80219,S08031,Walmart Supercenter,Supercenter,8,2014,4/9/2014,1447.57,474978,32812091
905,Longmont,Colorado,"Longmont, Colorado","2285 East Ken Pratt Blvd, Longmont, CO 80504",08013,Boulder County,"Boulder County, Colorado",80504,S08013,Walmart Supercenter,Supercenter,36,1986,6/10/1986,1460.70,157780,10801641
1045,Lafayette,Colorado,"Lafayette, Colorado","745 Us Highway 287, Lafayette, CO 80026",08013,Boulder County,"Boulder County, Colorado",80026,S08013,Walmart Supercenter,Supercenter,35,1987,7/14/1987,1460.70,157780,10801641
5370,Longmont,Colorado,"Longmont, Colorado","2514 Main St, Longmont, CO 80504",08013,Boulder County,"Boulder County, Colorado",80504,S08013,Walmart Supercenter,Supercenter,16,2006,1/27/2006,1460.70,157780,10801641
206,Mckinney,Texas,"Mckinney, Texas","2041 N Redbud Blvd, Mckinney, TX 75069",48085,Collin County,"Collin County, Texas",75069,S48085,Walmart Supercenter,Supercenter,44,1978,3/28/1978,1463.05,463985,31713520
259,Rockwall,Texas,"Rockwall, Texas","782 E Interstate 30, Rockwall, TX 75087",48085,Collin County,"Collin County, Texas",75087,S48085,Walmart Supercenter,Supercenter,43,1979,8/28/1979,1463.05,463985,31713520
1117,Plano,Texas,"Plano, Texas","6001 N Central Expy, Plano, TX 75023",48085,Collin County,"Collin County, Texas",75023,S48085,Walmart Supercenter,Supercenter,35,1987,12/31/1987,1463.05,463985,31713520
2086,Plano,Texas,"Plano, Texas","1700 Dallas Pkwy, Plano, TX 75093",48085,Collin County,"Collin County, Texas",75093,S48085,Walmart Supercenter,Supercenter,28,1994,4/26/1994,1463.05,463985,31713520
