id,city,state,city_state,address,geoid,county,county_state,zip,lookup_id,name,type,years,open_year,opened,2020_income_per_capita_employees,2020_all_employees,2020_all_annual_income
5675,Albuquerque,New Mexico,"Albuquerque, New Mexico","11001 Menaul Blvd Ne, Albuquerque, NM 87112",35001,Bernalillo County,"Bernalillo County, New Mexico",87112,S35001,Neighborhood Market,Neighborhood Market,10,2012,9/19/2012,2179.64,278030,12755796
2451,Albuquerque,New Mexico,"Albuquerque, New Mexico","4700 Cutler Ave Ne, Albuquerque, NM 87110",35001,Bernalillo County,"Bernalillo County, New Mexico",87110,S35001,Neighborhood Market,Neighborhood Market,9,2013,7/17/2013,2179.64,278030,12755796
3512,Albuquerque,New Mexico,"Albuquerque, New Mexico","11018 Montgomery Blvd Ne, Albuquerque, NM 87111",35001,Bernalillo County,"Bernalillo County, New Mexico",87111,S35001,Neighborhood Market,Neighborhood Market,7,2015,1/7/2015,2179.64,278030,12755796
4676,Albuquerque,New Mexico,"Albuquerque, New Mexico","1820 Unser Boulevard Nw, Albuquerque, NM 87120",35001,Bernalillo County,"Bernalillo County, New Mexico",87120,S35001,Neighborhood Market,Neighborhood Market,6,2016,1/13/2016,2179.64,278030,12755796
2684,New Martinsville,West Virginia,"New Martinsville, West Virginia","1142 S Bridge St, New Martinsville, WV 26155",54051,Marshall County,"Marshall County, West Virginia",26155,S54051,Walmart Supercenter,Supercenter,23,1999,1/27/1999,2180.11,8825,404796
2852,Moundsville,West Virginia,"Moundsville, West Virginia","10 Walmart Dr, Moundsville, WV 26041",54051,Marshall County,"Marshall County, West Virginia",26041,S54051,Walmart Supercenter,Supercenter,16,2006,1/31/2006,2180.11,8825,404796
46,Bolivar,Missouri,"Bolivar, Missouri","2451 S Springfield Ave, Bolivar, MO 65613",29167,Polk County,"Polk County, Missouri",65613,S29167,Walmart Supercenter,Supercenter,50,1972,8/1/1972,2180.40,7469,342552
979,Sparta,Wisconsin,"Sparta, Wisconsin","1600 W Wisconsin St, Sparta, WI 54656",55063,La Crosse County,"La Crosse County, Wisconsin",54656,S55063,Walmart Supercenter,Supercenter,36,1986,11/18/1986,2181.28,66632,3054725
1679,Onalaska,Wisconsin,"Onalaska, Wisconsin","3107 Market Pl, Onalaska, WI 54650",55063,La Crosse County,"La Crosse County, Wisconsin",54650,S55063,Walmart Supercenter,Supercenter,31,1991,9/11/1991,2181.28,66632,3054725
5127,La Crosse,Wisconsin,"La Crosse, Wisconsin","4622 Mormon Coulee Rd, La Crosse, WI 54601",55063,La Crosse County,"La Crosse County, Wisconsin",54601,S55063,Walmart Supercenter,Supercenter,19,2003,10/29/2003,2181.28,66632,3054725
901,Seguin,Texas,"Seguin, Texas","550 South 123 Bypass, Seguin, TX 78155",48187,Guadalupe County,"Guadalupe County, Texas",78155,S48187,Walmart Supercenter,Supercenter,36,1986,3/18/1986,2181.63,34926,1600916
1943,Lincoln,Nebraska,"Lincoln, Nebraska","4700 N 27th St, Lincoln, NE 68521",31109,Lancaster County,"Lancaster County, Nebraska",68521,S31109,Walmart Supercenter,Supercenter,29,1993,4/30/1993,2184.00,146580,6711551
3278,Lincoln,Nebraska,"Lincoln, Nebraska","8700 Andermatt Dr, Lincoln, NE 68526",31109,Lancaster County,"Lancaster County, Nebraska",68526,S31109,Walmart Supercenter,Supercenter,19,2003,3/19/2003,2184.00,146580,6711551
4322,Crete,Nebraska,"Crete, Nebraska","1800 E 29th St, Crete, NE 68333",31109,Lancaster County,"Lancaster County, Nebraska",68333,S31109,Walmart Supercenter,Supercenter,15,2007,6/13/2007,2184.00,146580,6711551
3823,Lincoln,Nebraska,"Lincoln, Nebraska","3400 N 85th St, Lincoln, NE 68507",31109,Lancaster County,"Lancaster County, Nebraska",68507,S31109,Walmart Supercenter,Supercenter,14,2008,10/29/2008,2184.00,146580,6711551
2432,Lincoln,Nebraska,"Lincoln, Nebraska","2500 Jamie Ln, Lincoln, NE 68512",31109,Lancaster County,"Lancaster County, Nebraska",68512,S31109,Walmart Supercenter,Supercenter,9,2013,7/17/2013,2184.00,146580,6711551
1406,Winchester,Virginia,"Winchester, Virginia","2350 S Pleasant Valley Rd, Winchester, VA 22601",51069,Frederick County,"Frederick County, Virginia",22601,S51069,Walmart Supercenter,Supercenter,32,1990,1/31/1990,2184.17,29008,1328101
3344,Winchester,Virginia,"Winchester, Virginia","501 Wal Mart Dr, Winchester, VA 22603",51069,Frederick County,"Frederick County, Virginia",22603,S51069,Walmart Supercenter,Supercenter,17,2005,11/9/2005,2184.17,29008,1328101
4514,Winchester,Virginia,"Winchester, Virginia","201 Maranto Manor Dr, Winchester, VA 22602",51069,Frederick County,"Frederick County, Virginia",22602,S51069,Walmart Supercenter,Supercenter,11,2011,10/26/2011,2184.17,29008,1328101
422,Robinson,Illinois,"Robinson, Illinois","1304 E Main St, Robinson, IL 62454",17033,Crawford County,"Crawford County, Illinois",62454,S17033,Walmart Supercenter,Supercenter,40,1982,8/3/1982,2184.27,6187,283253
1942,Holland,Michigan,"Holland, Michigan","2629 N Park Dr, Holland, MI 49424",26139,Ottawa County,"Ottawa County, Michigan",49424,S26139,Walmart Supercenter,Supercenter,29,1993,3/2/1993,2185.84,116717,5339691
5386,Grand Haven,Michigan,"Grand Haven, Michigan","14700 Us Highway 31, Grand Haven, MI 49417",26139,Ottawa County,"Ottawa County, Michigan",49417,S26139,Walmart Supercenter,Supercenter,15,2007,8/3/2007,2185.84,116717,5339691
1529,York,Pennsylvania,"York, Pennsylvania","2801 E Market St Bldg B, York, PA 17402",42133,York County,"York County, Pennsylvania",17402,S42133,Walmart Supercenter,Supercenter,32,1990,10/1/1990,2186.59,167260,7649345
2205,York,Pennsylvania,"York, Pennsylvania","1000 Town Center Drive, York, PA 17408",42133,York County,"York County, Pennsylvania",17408,S42133,Walmart Supercenter,Supercenter,28,1994,10/26/1994,2186.59,167260,7649345
2519,Shrewsbury,Pennsylvania,"Shrewsbury, Pennsylvania","698 Shrewsbury Commons Ave, Shrewsbury, PA 17361",42133,York County,"York County, Pennsylvania",17361,S42133,Walmart Supercenter,Supercenter,25,1997,9/10/1997,2186.59,167260,7649345
4404,Etters,Pennsylvania,"Etters, Pennsylvania","50 Newberry Pkwy, Etters, PA 17319",42133,York County,"York County, Pennsylvania",17319,S42133,Walmart Supercenter,Supercenter,11,2011,5/18/2011,2186.59,167260,7649345
7290,Crestwood,Kentucky,"Crestwood, Kentucky","6501 Veterans Memorial Parkway, Crestwood, KY 40014",21185,Oldham County,"Oldham County, Kentucky",40014,S21185,Walmart Supercenter,Supercenter,6,2016,3/9/2016,2187.09,13740,628232
1263,Evansville,Indiana,"Evansville, Indiana","401 N Burkhardt Rd, Evansville, IN 47715",18163,Vanderburgh County,"Vanderburgh County, Indiana",47715,S18163,Walmart Supercenter,Supercenter,34,1988,11/17/1988,2187.36,105927,4842695
5372,Evansville,Indiana,"Evansville, Indiana","3430 Taylor Ave, Evansville, IN 47714",18163,Vanderburgh County,"Vanderburgh County, Indiana",47714,S18163,Neighborhood Market,Neighborhood Market,18,2004,3/3/2004,2187.36,105927,4842695
5452,Evansville,Indiana,"Evansville, Indiana","2500 N. First Avenue, Evansville, IN 47710",18163,Vanderburgh County,"Vanderburgh County, Indiana",47710,S18163,Neighborhood Market,Neighborhood Market,6,2016,1/27/2016,2187.36,105927,4842695
2885,Newport,Rhode Island,"Newport, Rhode Island","199 Connell Hwy, Newport, RI 2840",44005,Newport County,"Newport County, Rhode Island",02840,S44005,Walmart,Store,22,2000,1/26/2000,2188.18,32688,1493843
1445,Port Clinton,Ohio,"Port Clinton, Ohio","2826 East Harbor Rd, Port Clinton, OH 43452",39123,Ottawa County,"Ottawa County, Ohio",43452,S39123,Walmart Supercenter,Supercenter,32,1990,6/27/1990,2188.38,9878,451384
1119,Naples,Florida,"Naples, Florida","3451 Tamiami Trl E, Naples, FL 34112",12021,Collier County,"Collier County, Florida",34112,S12021,Walmart,Store,35,1987,11/3/1987,2188.54,140574,6423185
1957,Naples,Florida,"Naples, Florida","11225 Tamiami Trl N, Naples, FL 34110",12021,Collier County,"Collier County, Florida",34110,S12021,Walmart Supercenter,Supercenter,29,1993,6/1/1993,2188.54,140574,6423185
5055,Naples,Florida,"Naples, Florida","9885 Collier Blvd, Naples, FL 34114",12021,Collier County,"Collier County, Florida",34114,S12021,Walmart Supercenter,Supercenter,18,2004,10/20/2004,2188.54,140574,6423185
5391,Naples,Florida,"Naples, Florida","5420 Juliet Blvd, Naples, FL 34109",12021,Collier County,"Collier County, Florida",34109,S12021,Walmart Supercenter,Supercenter,17,2005,8/24/2005,2188.54,140574,6423185
3417,Naples,Florida,"Naples, Florida","6650 Collier Blvd, Naples, FL 34114",12021,Collier County,"Collier County, Florida",34114,S12021,Walmart Supercenter,Supercenter,15,2007,3/14/2007,2188.54,140574,6423185
4354,Naples,Florida,"Naples, Florida","5010 Airport Pulling Rd N, Naples, FL 34105",12021,Collier County,"Collier County, Florida",34105,S12021,Neighborhood Market,Neighborhood Market,15,2007,3/28/2007,2188.54,140574,6423185
1828,Plover,Wisconsin,"Plover, Wisconsin","250 Crossroads Dr, Plover, WI 54467",55097,Portage County,"Portage County, Wisconsin",54467,S55097,Walmart Supercenter,Supercenter,30,1992,8/4/1992,2189.30,30088,1374323
1247,Hazard,Kentucky,"Hazard, Kentucky","120 Daniel Boone Plz, Hazard, KY 41701",21119,Knott County,"Knott County, Kentucky",41701,S21119,Walmart Supercenter,Supercenter,33,1989,4/3/1989,2189.73,1339,61149
2537,Redding,California,"Redding, California","1515 Dana Dr, Redding, CA 96003",06089,Shasta County,"Shasta County, California",96003,S06089,Walmart Supercenter,Supercenter,25,1997,1/29/1997,2190.08,51288,2341828
5133,Anderson,California,"Anderson, California","5000 Rhonda Rd, Anderson, CA 96007",06089,Shasta County,"Shasta County, California",96007,S06089,Walmart Supercenter,Supercenter,16,2006,6/14/2006,2190.08,51288,2341828
1286,Columbia,South Carolina,"Columbia, South Carolina","7520 Garners Ferry Rd, Columbia, SC 29209",45079,Richland County,"Richland County, South Carolina",29209,S45079,Walmart Supercenter,Supercenter,33,1989,2/2/1989,2192.62,161794,7379011
1339,Columbia,South Carolina,"Columbia, South Carolina","10060 Two Notch Rd, Columbia, SC 29223",45079,Richland County,"Richland County, South Carolina",29223,S45079,Walmart Supercenter,Supercenter,33,1989,6/29/1989,2192.62,161794,7379011
2214,Columbia,South Carolina,"Columbia, South Carolina","5420 Forest Dr, Columbia, SC 29206",45079,Richland County,"Richland County, South Carolina",29206,S45079,Walmart Supercenter,Supercenter,27,1995,10/11/1995,2192.62,161794,7379011
4506,Columbia,South Carolina,"Columbia, South Carolina","321 Killian Rd, Columbia, SC 29203",45079,Richland County,"Richland County, South Carolina",29203,S45079,Walmart Supercenter,Supercenter,14,2008,3/7/2008,2192.62,161794,7379011
2036,South Charleston,West Virginia,"South Charleston, West Virginia","2700 Mountaineer Blvd, South Charleston, WV 25309",54039,Kanawha County,"Kanawha County, West Virginia",25309,S54039,Walmart Supercenter,Supercenter,29,1993,8/31/1993,2193.49,76904,3506006
2576,Cross Lanes,West Virginia,"Cross Lanes, West Virginia","100 Nitro Market Pl, Cross Lanes, WV 25313",54039,Kanawha County,"Kanawha County, West Virginia",25313,S54039,Walmart Supercenter,Supercenter,24,1998,8/19/1998,2193.49,76904,3506006
4278,Quincy,West Virginia,"Quincy, West Virginia","1001 Warrior Way, Quincy, WV 25015",54039,Kanawha County,"Kanawha County, West Virginia",25015,S54039,Walmart Supercenter,Supercenter,11,2011,9/14/2011,2193.49,76904,3506006
1051,Levelland,Texas,"Levelland, Texas","407 E State Road 114, Levelland, TX 79336",48219,Hockley County,"Hockley County, Texas",79336,S48219,Walmart Supercenter,Supercenter,35,1987,1/13/1987,2193.51,6499,296283
331,Sulphur,Louisiana,"Sulphur, Louisiana","525 N Cities Service Hwy, Sulphur, LA 70663",22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",70663,S22019,Walmart Supercenter,Supercenter,41,1981,2/10/1981,2193.58,80323,3661726
469,Lake Charles,Louisiana,"Lake Charles, Louisiana","3415 Gerstner Memorial Blvd, Lake Charles, LA 70607",22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",70607,S22019,Walmart Supercenter,Supercenter,40,1982,11/2/1982,2193.58,80323,3661726
521,Lake Charles,Louisiana,"Lake Charles, Louisiana","2500 N Martin Luther King Hwy, Lake Charles, LA 70601",22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",70601,S22019,Walmart Supercenter,Supercenter,38,1984,3/20/1984,2193.58,80323,3661726
1204,Lake Charles,Louisiana,"Lake Charles, Louisiana","3451 Nelson Rd, Lake Charles, LA 70605",22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",70605,S22019,Walmart Supercenter,Supercenter,34,1988,9/1/1988,2193.58,80323,3661726
6590,Lake Charles,Louisiana,"Lake Charles, Louisiana","260 Sam Houston Jones Parkway, Lake Charles, LA 70611",22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",70611,S22019,Neighborhood Market,Neighborhood Market,7,2015,1/7/2015,2193.58,80323,3661726
6583,Lake Charles,Louisiana,"Lake Charles, Louisiana","2011 Ryan St, Lake Charles, LA 70601",22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",70601,S22019,Neighborhood Market,Neighborhood Market,6,2016,1/20/2016,2193.58,80323,3661726
2208,Sayre,Pennsylvania,"Sayre, Pennsylvania","1887 Elmira St, Sayre, PA 18840",42015,Bradford County,"Bradford County, Pennsylvania",18840,S42015,Walmart Supercenter,Supercenter,28,1994,10/26/1994,2195.35,18891,860502
23,Ruston,Louisiana,"Ruston, Louisiana","1201 N Service Rd E, Ruston, LA 71270",22049,Jackson Parish,"Jackson Parish, Louisiana",71270,S22049,Walmart Supercenter,Supercenter,52,1970,11/1/1970,2195.86,2623,119452
4577,Ruston,Louisiana,"Ruston, Louisiana","321 W California, Ruston, LA 71270",22049,Jackson Parish,"Jackson Parish, Louisiana",71270,S22049,Neighborhood Market,Neighborhood Market,6,2016,1/13/2016,2195.86,2623,119452
993,Mcpherson,Kansas,"Mcpherson, Kansas","205 S Centennial Dr, Mcpherson, KS 67460",20113,McPherson County,"McPherson County, Kansas",67460,S20113,Walmart Supercenter,Supercenter,36,1986,11/18/1986,2196.53,14602,664775
3534,Red Wing,Minnesota,"Red Wing, Minnesota","295 Tyler Rd S, Red Wing, MN 55066",27049,Goodhue County,"Goodhue County, Minnesota",55066,S27049,Walmart Supercenter,Supercenter,19,2003,3/3/2003,2197.96,20211,919536
1903,Yuba City,California,"Yuba City, California","1150 Harter Rd, Yuba City, CA 95993",06101,Sutter County,"Sutter County, California",95993,S06101,Walmart Supercenter,Supercenter,29,1993,1/5/1993,2198.13,23073,1049666
1524,Chester,Virginia,"Chester, Virginia","12000 Iron Bridge Rd, Chester, VA 23831",51041,Chesterfield County,"Chesterfield County, Virginia",23831,S51041,Walmart Supercenter,Supercenter,29,1993,2/2/1993,2198.85,120881,5497471
1424,Colonial Heights,Virginia,"Colonial Heights, Virginia","671 Southpark Blvd, Colonial Heights, VA 23834",51041,Chesterfield County,"Chesterfield County, Virginia",23834,S51041,Walmart Supercenter,Supercenter,28,1994,3/1/1994,2198.85,120881,5497471
1969,Midlothian,Virginia,"Midlothian, Virginia","900 Walmart Way, Midlothian, VA 23113",51041,Chesterfield County,"Chesterfield County, Virginia",23113,S51041,Walmart Supercenter,Supercenter,28,1994,1/25/1994,2198.85,120881,5497471
2808,Midlothian,Virginia,"Midlothian, Virginia","12200 Chattanooga Plz, Midlothian, VA 23112",51041,Chesterfield County,"Chesterfield County, Virginia",23112,S51041,Walmart Supercenter,Supercenter,22,2000,5/17/2000,2198.85,120881,5497471
2821,Richmond,Virginia,"Richmond, Virginia","2410 Sheila Ln, Richmond, VA 23225",51041,Chesterfield County,"Chesterfield County, Virginia",23225,S51041,Walmart Supercenter,Supercenter,22,2000,3/15/2000,2198.85,120881,5497471
4476,Chesterfield,Virginia,"Chesterfield, Virginia","14501 Hancock Village St, Chesterfield, VA 23832",51041,Chesterfield County,"Chesterfield County, Virginia",23832,S51041,Walmart Supercenter,Supercenter,13,2009,8/19/2009,2198.85,120881,5497471
7174,North Chesterfield,Virginia,"North Chesterfield, Virginia","5700 Hopkins Road, North Chesterfield, VA 23234",51041,Chesterfield County,"Chesterfield County, Virginia",23234,S51041,Neighborhood Market,Neighborhood Market,7,2015,3/4/2015,2198.85,120881,5497471
2334,Lancaster,Pennsylvania,"Lancaster, Pennsylvania","2034 Lincoln Hwy E, Lancaster, PA 17602",42071,Lancaster County,"Lancaster County, Pennsylvania",17602,S42071,Walmart Supercenter,Supercenter,26,1996,9/25/1996,2198.89,246206,11196815
2340,Ephrata,Pennsylvania,"Ephrata, Pennsylvania","890 E Main St, Ephrata, PA 17522",42071,Lancaster County,"Lancaster County, Pennsylvania",17522,S42071,Walmart Supercenter,Supercenter,23,1999,7/21/1999,2198.89,246206,11196815
5200,Lancaster,Pennsylvania,"Lancaster, Pennsylvania","2030 Fruitville Pike, Lancaster, PA 17601",42071,Lancaster County,"Lancaster County, Pennsylvania",17601,S42071,Walmart,Store,19,2003,8/20/2003,2198.89,246206,11196815
566,Boonville,Indiana,"Boonville, Indiana","1115 American Way, Boonville, IN 47601",18147,Spencer County,"Spencer County, Indiana",47601,S18147,Walmart Supercenter,Supercenter,38,1984,3/6/1984,2199.93,5041,229144
1856,Bangor,Maine,"Bangor, Maine","900 Stillwater Ave, Bangor, ME 4401",23019,Penobscot County,"Penobscot County, Maine",04401,S23019,Walmart Supercenter,Supercenter,29,1993,1/5/1993,2202.46,57767,2622838
1919,Lincoln,Maine,"Lincoln, Maine","250 W Broadway, Lincoln, ME 4457",23019,Penobscot County,"Penobscot County, Maine",04457,S23019,Walmart,Store,29,1993,2/2/1993,2202.46,57767,2622838
5076,Brewer,Maine,"Brewer, Maine","24 Walton Dr, Brewer, ME 4412",23019,Penobscot County,"Penobscot County, Maine",04412,S23019,Walmart Supercenter,Supercenter,19,2003,6/18/2003,2202.46,57767,2622838
2243,Redmond,Oregon,"Redmond, Oregon","300 Nw Oaktree Ln, Redmond, OR 97756",41013,Crook County,"Crook County, Oregon",97756,S41013,Walmart Supercenter,Supercenter,28,1994,10/26/1994,2202.50,5241,237957
2792,Wayne,West Virginia,"Wayne, West Virginia","100 Mcginnis Dr, Wayne, WV 25570",54099,Wayne County,"Wayne County, West Virginia",25570,S54099,Walmart Supercenter,Supercenter,23,1999,9/15/1999,2202.60,6568,298193
1929,Cloquet,Minnesota,"Cloquet, Minnesota","1308 Highway 33 S, Cloquet, MN 55720",27017,Carlton County,"Carlton County, Minnesota",55720,S27017,Walmart Supercenter,Supercenter,29,1993,2/2/1993,2204.90,7117,322781
415,Broussard,Louisiana,"Broussard, Louisiana","123 Saint Nazaire Rd, Broussard, LA 70518",22045,Iberia Parish,"Iberia Parish, Louisiana",70518,S22045,Walmart Supercenter,Supercenter,40,1982,3/2/1982,2205.48,22156,1004589
533,New Iberia,Louisiana,"New Iberia, Louisiana","1205 E Admiral Doyle Dr, New Iberia, LA 70560",22045,Iberia Parish,"Iberia Parish, Louisiana",70560,S22045,Walmart Supercenter,Supercenter,39,1983,5/17/1983,2205.48,22156,1004589
5773,New Iberia,Louisiana,"New Iberia, Louisiana","1201 Parkview Drive, New Iberia, LA 70563",22045,Iberia Parish,"Iberia Parish, Louisiana",70563,S22045,Neighborhood Market,Neighborhood Market,6,2016,10/12/2016,2205.48,22156,1004589
1291,Tucson,Arizona,"Tucson, Arizona","7150 E Speedway Blvd, Tucson, AZ 85710",04019,Pima County,"Pima County, Arizona",85710,S04019,Walmart Supercenter,Supercenter,33,1989,6/1/1989,2205.96,330431,14978986
1325,Tucson,Arizona,"Tucson, Arizona","455 E Wetmore Rd, Tucson, AZ 85705",04019,Pima County,"Pima County, Arizona",85705,S04019,Walmart,Store,33,1989,6/1/1989,2205.96,330431,14978986
1411,Sahuarita,Arizona,"Sahuarita, Arizona","18680 S Nogales Hwy, Sahuarita, AZ 85614",04019,Pima County,"Pima County, Arizona",85614,S04019,Walmart Supercenter,Supercenter,32,1990,1/31/1990,2205.96,330431,14978986
1612,Tucson,Arizona,"Tucson, Arizona","1650 W Valencia Rd, Tucson, AZ 85746",04019,Pima County,"Pima County, Arizona",85746,S04019,Walmart Supercenter,Supercenter,31,1991,11/5/1991,2205.96,330431,14978986
2922,Tucson,Arizona,"Tucson, Arizona","7635 No. La Cholla B, Tucson, AZ 85741",04019,Pima County,"Pima County, Arizona",85741,S04019,Walmart Supercenter,Supercenter,22,2000,10/25/2000,2205.96,330431,14978986
5031,Marana,Arizona,"Marana, Arizona","8280 N Cortaro Rd, Marana, AZ 85743",04019,Pima County,"Pima County, Arizona",85743,S04019,Walmart Supercenter,Supercenter,19,2003,3/19/2003,2205.96,330431,14978986
3357,Tucson,Arizona,"Tucson, Arizona","3925 E Grant Rd, Tucson, AZ 85712",04019,Pima County,"Pima County, Arizona",85712,S04019,Neighborhood Market,Neighborhood Market,17,2005,5/4/2005,2205.96,330431,14978986
3377,Tucson,Arizona,"Tucson, Arizona","2823 W Valencia Rd, Tucson, AZ 85746",04019,Pima County,"Pima County, Arizona",85746,S04019,Neighborhood Market,Neighborhood Market,16,2006,1/31/2006,2205.96,330431,14978986
4264,Oro Valley,Arizona,"Oro Valley, Arizona","7951 N Oracle Rd, Oro Valley, AZ 85704",04019,Pima County,"Pima County, Arizona",85704,S04019,Neighborhood Market,Neighborhood Market,15,2007,1/17/2007,2205.96,330431,14978986
3379,Oro Valley,Arizona,"Oro Valley, Arizona","2150 E Tangerine Rd, Oro Valley, AZ 85755",04019,Pima County,"Pima County, Arizona",85755,S04019,Walmart Supercenter,Supercenter,14,2008,10/29/2008,2205.96,330431,14978986
4473,Tucson,Arizona,"Tucson, Arizona","2175 W Ruthrauff Rd, Tucson, AZ 85705",04019,Pima County,"Pima County, Arizona",85705,S04019,Neighborhood Market,Neighborhood Market,14,2008,7/23/2008,2205.96,330431,14978986
4603,Tucson,Arizona,"Tucson, Arizona","5500 E 22nd St, Tucson, AZ 85711",04019,Pima County,"Pima County, Arizona",85711,S04019,Neighborhood Market,Neighborhood Market,14,2008,3/5/2008,2205.96,330431,14978986
5626,Tucson,Arizona,"Tucson, Arizona","1260 East Tucson Marketplace Blvd, Tucson, AZ 85713",04019,Pima County,"Pima County, Arizona",85713,S04019,Walmart Supercenter,Supercenter,10,2012,10/26/2012,2205.96,330431,14978986
3049,Tucson,Arizona,"Tucson, Arizona","2550 S. Kolb Rd, Tucson, AZ 85710",04019,Pima County,"Pima County, Arizona",85710,S04019,Neighborhood Market,Neighborhood Market,9,2013,4/19/2013,2205.96,330431,14978986
3143,Tucson,Arizona,"Tucson, Arizona","8640 E Broadway Blvd, Tucson, AZ 85710",04019,Pima County,"Pima County, Arizona",85710,S04019,Neighborhood Market,Neighborhood Market,9,2013,4/19/2013,2205.96,330431,14978986
3884,Tucson,Arizona,"Tucson, Arizona","3435 East Broadway Blvd, Tucson, AZ 85716",04019,Pima County,"Pima County, Arizona",85716,S04019,Walmart Supercenter,Supercenter,9,2013,9/11/2013,2205.96,330431,14978986
5799,Tucson,Arizona,"Tucson, Arizona","2711 S. Houghton Rd, Tucson, AZ 85730",04019,Pima County,"Pima County, Arizona",85730,S04019,Walmart Supercenter,Supercenter,9,2013,7/17/2013,2205.96,330431,14978986
5858,Tucson,Arizona,"Tucson, Arizona","9260 S. Houghton Rd, Tucson, AZ 85747",04019,Pima County,"Pima County, Arizona",85747,S04019,Walmart Supercenter,Supercenter,8,2014,3/12/2014,2205.96,330431,14978986
4490,Tucson,Arizona,"Tucson, Arizona","2565 E. Commerce Center Place, Tucson, AZ 85706",04019,Pima County,"Pima County, Arizona",85706,S04019,Neighborhood Market,Neighborhood Market,6,2016,1/13/2016,2205.96,330431,14978986
5725,Tucson,Arizona,"Tucson, Arizona","831 E Fort Lowell Road, Tucson, AZ 85719",04019,Pima County,"Pima County, Arizona",85719,S04019,Neighborhood Market,Neighborhood Market,5,2017,5/24/2017,2205.96,330431,14978986
774,Columbus,Nebraska,"Columbus, Nebraska","818 E 23rd St, Columbus, NE 68601",31023,Butler County,"Butler County, Nebraska",68601,S31023,Walmart Supercenter,Supercenter,37,1985,4/30/1985,2206.14,1969,89251
1577,Buffalo,Minnesota,"Buffalo, Minnesota","1315 Highway 25 N, Buffalo, MN 55313",27171,Wright County,"Wright County, Minnesota",55313,S27171,Walmart Supercenter,Supercenter,32,1990,12/31/1990,2206.60,40208,1822169
3624,Monticello,Minnesota,"Monticello, Minnesota","9320 Cedar St, Monticello, MN 55362",27171,Wright County,"Wright County, Minnesota",55362,S27171,Walmart Supercenter,Supercenter,17,2005,7/20/2005,2206.60,40208,1822169
1277,Black River Falls,Wisconsin,"Black River Falls, Wisconsin","611 State Highway 54, Black River Falls, WI 54615",55053,Jackson County,"Jackson County, Wisconsin",54615,S55053,Walmart Supercenter,Supercenter,33,1989,2/2/1989,2207.28,5349,242334
321,Brenham,Texas,"Brenham, Texas","203 Us Loop 290 West, Brenham, TX 77833",48015,Austin County,"Austin County, Texas",77833,S48015,Walmart Supercenter,Supercenter,42,1980,11/11/1980,2207.54,7352,333040
437,Sealy,Texas,"Sealy, Texas","310 Overcreek Way, Sealy, TX 77474",48015,Austin County,"Austin County, Texas",77474,S48015,Walmart Supercenter,Supercenter,40,1982,9/21/1982,2207.54,7352,333040
1757,Hermantown,Minnesota,"Hermantown, Minnesota","4740 Mall Dr, Hermantown, MN 55811",27137,St. Louis County,"St. Louis County, Minnesota",55811,S27137,Walmart Supercenter,Supercenter,30,1992,3/3/1992,2209.57,87923,3979190
4849,Mountain Iron,Minnesota,"Mountain Iron, Minnesota","8580 Rock Ridge Dr, Mountain Iron, MN 55768",27137,St. Louis County,"St. Louis County, Minnesota",55768,S27137,Walmart Supercenter,Supercenter,8,2014,8/13/2014,2209.57,87923,3979190
2438,Stafford,Virginia,"Stafford, Virginia","217 Garrisonville Rd, Stafford, VA 22554",51179,Stafford County,"Stafford County, Virginia",22554,S51179,Walmart Supercenter,Supercenter,27,1995,12/28/1995,2210.14,35124,1589221
2520,Fredericksburg,Virginia,"Fredericksburg, Virginia","125 Washington Square Plz, Fredericksburg, VA 22405",51179,Stafford County,"Stafford County, Virginia",22405,S51179,Walmart Supercenter,Supercenter,24,1998,1/26/1998,2210.14,35124,1589221
6936,Stafford,Virginia,"Stafford, Virginia","14 N Stafford Complex Center, Stafford, VA 22556",51179,Stafford County,"Stafford County, Virginia",22556,S51179,Neighborhood Market,Neighborhood Market,5,2017,6/28/2017,2210.14,35124,1589221
1318,Knoxville,Tennessee,"Knoxville, Tennessee","6777 Clinton Hwy, Knoxville, TN 37912",47093,Knox County,"Knox County, Tennessee",37912,S47093,Walmart Supercenter,Supercenter,33,1989,8/31/1989,2210.82,228802,10349201
1319,Knoxville,Tennessee,"Knoxville, Tennessee","7550 Norris Fwy, Knoxville, TN 37938",47093,Knox County,"Knox County, Tennessee",37938,S47093,Walmart Supercenter,Supercenter,33,1989,8/31/1989,2210.82,228802,10349201
2065,Knoxville,Tennessee,"Knoxville, Tennessee","8445 Walbrook Dr, Knoxville, TN 37923",47093,Knox County,"Knox County, Tennessee",37923,S47093,Walmart Supercenter,Supercenter,28,1994,1/25/1994,2210.82,228802,10349201
2310,Knoxville,Tennessee,"Knoxville, Tennessee","3051 Kinzel Way, Knoxville, TN 37924",47093,Knox County,"Knox County, Tennessee",37924,S47093,Walmart Supercenter,Supercenter,27,1995,8/22/1995,2210.82,228802,10349201
